OTU_ID	k	p	c	o	f	g	s
OTU_2653	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Lophiostomataceae	g:Massarina	
OTU_2655	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_2659	d:Fungi						
OTU_2657	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_2656	d:Fungi						
OTU_2664	d:Fungi	p:Ascomycota	c:Taphrinomycetes	o:Taphrinales	f:Taphrinaceae	g:Taphrina	s:Taphrina_populina
OTU_2658	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales	f:Helotiales_Incertae_sedis	g:Tetracladium	
OTU_2666	d:Fungi						
OTU_2663	d:Fungi						
OTU_2662	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	f:Lasiosphaeriaceae	g:Podospora	s:Podospora_tetraspora
OTU_2670	d:Fungi						
OTU_2665	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_2668	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Coniochaetales	f:Coniochaetaceae	g:Lecythophora	s:Lecythophora_fasciculata
OTU_2671	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_2667	d:Fungi	p:Basidiomycota					
OTU_2669	d:Fungi	p:Ascomycota					
OTU_2661	d:Fungi	p:Basidiomycota					
OTU_2660	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	f:Glomeraceae	g:Glomus	s:Glomus_sp_7_SUN_2011
OTU_2675	d:Fungi	p:Ascomycota	c:Sordariomycetes				
OTU_2673	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Diaporthales	f:Valsaceae	g:Ophiognomonia	
OTU_2679	d:Fungi						
OTU_2676	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Clavicipitaceae	g:Metacordyceps	
OTU_2672	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Capnodiales	f:Mycosphaerellaceae		
OTU_2682	d:Fungi						
OTU_2677	d:Fungi						
OTU_2678	d:Fungi	p:Ascomycota					
OTU_2684	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales	f:Polyporaceae	g:Coriolopsis	s:Coriolopsis_gallica
OTU_2683	d:Fungi	p:Ascomycota					
OTU_2685	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_2680	d:Fungi	p:Basidiomycota	c:Microbotryomycetes	o:Sporidiobolales	f:Sporidiobolales_Incertae_sedis	g:Rhodotorula	s:Rhodotorula_lamellibrachiae
OTU_2689	d:Fungi						
OTU_2674	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Tremellales	f:Tremellaceae	g:Cryptococcus	s:Cryptococcus_laurentii
OTU_2688	d:Fungi						
OTU_2692	d:Fungi	p:Basidiomycota	c:Microbotryomycetes	o:Sporidiobolales	f:Sporidiobolales_Incertae_sedis	g:Sporobolomyces	s:Sporobolomyces_griseoflavus
OTU_2691	d:Fungi	p:Basidiomycota	c:Agaricostilbomycetes	o:Agaricostilbales	f:Agaricostilbaceae	g:Bensingtonia	s:Bensingtonia_naganoensis
OTU_2690	d:Fungi						
OTU_2687	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Capnodiales	f:Mycosphaerellaceae		
OTU_2695	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Phaeosphaeriaceae	g:Sclerostagonospora	s:Sclerostagonospora_sp_CBS_118152
OTU_2693	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Sporormiaceae	g:Preussia	s:Preussia_terricola
OTU_2681	d:Fungi						
OTU_2696	d:Fungi						
OTU_2694	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Hypocreales_Incertae_sedis	g:Acremonium	s:Acremonium_implicatum
OTU_2699	d:Fungi	p:Basidiomycota	c:Ustilaginomycetes	o:Urocystidales	f:Floromycetaceae	g:Antherospora	
OTU_2698	d:Fungi	p:Ascomycota	c:Sordariomycetes				
OTU_2686	d:Fungi	p:Ascomycota					
OTU_2703	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_2701	d:Fungi	p:Basidiomycota					
OTU_2706	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_2707	d:Fungi	p:Zygomycota					
OTU_2702	d:Fungi						
OTU_2697	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales			
OTU_2705	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales			
OTU_2710	d:Fungi						
OTU_2712	d:Fungi						
OTU_2709	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales	f:Polyporaceae	g:Trametes	s:Trametes_hirsuta
OTU_2708	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales			
OTU_2713	d:Fungi						
OTU_2714	d:Fungi						
OTU_2700	d:Fungi	p:Ascomycota					
OTU_2704	d:Fungi	p:Basidiomycota					
OTU_2720	d:Fungi						
OTU_2711	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Pleosporales_Incertae_sedis	g:Pyrenochaeta	s:Pyrenochaeta_romeroi
OTU_2717	d:Fungi						
OTU_2723	d:Fungi						
OTU_2724	d:Fungi						
OTU_2715	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	f:Glomeraceae		
OTU_2721	d:Fungi	p:Ascomycota					
OTU_2725	d:Fungi						
OTU_2718	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Coniochaetales	f:Coniochaetaceae	g:Coniochaeta	s:Coniochaeta_ligniaria
OTU_2719	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	f:Glomeraceae	g:Glomus	s:Glomus_indicum
OTU_2722	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales			
OTU_2727	d:Fungi	p:Ascomycota	c:Sordariomycetes				
OTU_2730	d:Fungi						
OTU_2716	d:Fungi	p:Basidiomycota					
OTU_2728	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Phaeosphaeriaceae		
OTU_2729	d:Fungi	p:Ascomycota					
OTU_2732	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Hypocreaceae	g:Hypocrea	s:Hypocrea_spinulosa
OTU_2726	d:Fungi	p:Ascomycota					
OTU_2733	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Chaetothyriales	f:Herpotrichiellaceae		
OTU_2737	d:Fungi	p:Ascomycota	c:Dothideomycetes				
OTU_2739	d:Fungi						
OTU_2742	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Marasmiaceae	g:Armillaria	s:Armillaria_mellea
OTU_2735	d:Fungi						
OTU_2738	d:Fungi	p:Basidiomycota					
OTU_2731	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Trichosporonales	f:Trichosporonaceae	g:Trichosporon	
OTU_2743	d:Fungi						
OTU_2740	d:Fungi						
OTU_2736	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Xylariales	f:Hyponectriaceae	g:Microdochium	
OTU_2746	d:Fungi						
OTU_2744	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales	f:Steccherinaceae	g:Junghuhnia	s:Junghuhnia_luteoalba
OTU_2734	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	f:Glomeraceae	g:Funneliformis	
OTU_2745	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Bolbitiaceae	g:Bolbitius	s:Bolbitius_variicolor
OTU_2751	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_2747	d:Fungi	p:Ascomycota					
OTU_2741	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	f:Glomeraceae		
OTU_2750	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Lophiostomataceae	g:Massarina	
OTU_2753	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Erysiphales	f:Erysiphaceae	g:Erysiphe	
OTU_2755	d:Fungi						
OTU_2754	d:Fungi	p:Basidiomycota					
OTU_2756	d:Fungi						
OTU_2758	d:Fungi	p:Ascomycota					
OTU_2748	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Phaeosphaeriaceae	g:Phaeosphaeria	
OTU_2762	d:Fungi	p:Ascomycota					
OTU_2752	d:Fungi						
OTU_2749	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	f:Glomeraceae		
OTU_2763	d:Fungi						
OTU_2757	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Clavicipitaceae	g:Cordyceps	s:Beauveria_bassiana
OTU_2761	d:Fungi	p:Ascomycota					
OTU_2760	d:Fungi						
OTU_2766	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales			
OTU_2759	d:Fungi	p:Ascomycota					
OTU_2765	d:Fungi						
OTU_2767	d:Fungi						
OTU_2764	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Xylariales	f:Xylariaceae	g:Biscogniauxia	s:Biscogniauxia_mediterranea
OTU_2771	d:Fungi						
OTU_2770	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Psathyrellaceae	g:Coprinellus	s:Coprinellus_plagioporus
OTU_2776	d:Fungi						
OTU_2777	d:Fungi						
OTU_2772	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Diaporthales			
OTU_2774	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales	f:Polyporaceae	g:Trichaptum	s:Trichaptum_biforme
OTU_2768	d:Fungi	p:Ascomycota					
OTU_2775	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales	f:Meripilaceae	g:Grifola	s:Grifola_frondosa
OTU_2769	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Tremellales	f:Tremellaceae	g:Cryptococcus	
OTU_2778	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales	f:Meruliaceae	g:Gloeoporus	s:Gloeoporus_pannocinctus
OTU_2773	d:Fungi	p:Basidiomycota	c:Microbotryomycetes				
OTU_2779	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Montagnulaceae	g:Paraconiothyrium	s:Paraconiothyrium_brasiliense
OTU_2782	d:Fungi						
OTU_2781	d:Fungi						
OTU_2785	d:Fungi	p:Ascomycota					
OTU_2783	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales	f:Polyporaceae	g:Perenniporia	s:Perenniporia_corticola
OTU_2786	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales			
OTU_2784	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Psathyrellaceae	g:Psathyrella	
OTU_2789	d:Fungi						
OTU_2787	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Phaeosphaeriaceae	g:Phaeosphaeria	s:Phaeosphaeria_herpotrichoides
OTU_2788	d:Fungi						
OTU_2790	d:Fungi	p:Ascomycota	c:Eurotiomycetes				
OTU_2791	d:Fungi						
OTU_2794	d:Fungi	p:Ascomycota	c:Orbiliomycetes	o:Orbiliales	f:Orbiliaceae	g:Arthrobotrys	
OTU_2793	d:Fungi	p:Ascomycota					
OTU_2796	d:Fungi						
OTU_2798	d:Fungi						
OTU_2792	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales	f:Hyphodermataceae	g:Hyphoderma	
OTU_2780	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	f:Glomeraceae		
OTU_2800	d:Fungi						
OTU_2805	d:Fungi						
OTU_2804	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Xylariales	f:Xylariaceae	g:Biscogniauxia	s:Biscogniauxia_atropunctata
OTU_2797	d:Fungi	p:Ascomycota					
OTU_2799	d:Fungi	p:Ascomycota					
OTU_2795	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Capnodiales	f:Teratosphaeriaceae	g:Teratosphaeria	
OTU_2807	d:Fungi						
OTU_2801	d:Fungi						
OTU_2806	d:Fungi	p:Zygomycota	c:Mucoromycotina_Incertae_sedis	o:Mortierellales	f:Mortierellaceae	g:Mortierella	
OTU_2803	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Hypocreales_Incertae_sedis	g:Myrothecium	s:Myrothecium_cinctum
OTU_2812	d:Fungi						
OTU_2809	d:Fungi	p:Ascomycota	c:Taphrinomycetes	o:Taphrinales	f:Taphrinaceae	g:Taphrina	
OTU_2808	d:Fungi						
OTU_2816	d:Fungi						
OTU_2814	d:Fungi						
OTU_2810	d:Fungi	p:Ascomycota	c:Leotiomycetes				
OTU_2802	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Trichosporonales	f:Trichosporonaceae	g:Trichosporon	s:Trichosporon_gracile
OTU_2811	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Capnodiales			
OTU_2819	d:Fungi						
OTU_2813	d:Fungi						
OTU_2817	d:Fungi						
OTU_2818	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_2823	d:Fungi						
OTU_2821	d:Fungi	p:Basidiomycota	c:Microbotryomycetes	o:Sporidiobolales	f:Sporidiobolales_Incertae_sedis	g:Sporobolomyces	s:Sporobolomyces_griseoflavus
OTU_2822	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	f:Chaetomiaceae	g:Chaetomium	s:Chaetomium_funicola
OTU_2820	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Coniochaetales	f:Coniochaetaceae		
OTU_2815	d:Fungi	p:Basidiomycota					
OTU_2829	d:Fungi						
OTU_2832	d:Fungi						
OTU_2831	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Myriangiales	f:Elsinoaceae	g:Elsinoe	s:Elsinoe_australis
OTU_2833	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_2828	d:Fungi						
OTU_2825	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Diversisporales	f:Diversisporaceae	g:Diversispora	s:Diversispora_epigaea
OTU_2835	d:Fungi						
OTU_2827	d:Fungi	p:Basidiomycota	c:Microbotryomycetes	o:Sporidiobolales	f:Sporidiobolales_Incertae_sedis	g:Rhodotorula	s:Rhodotorula_slooffiae
OTU_2837	d:Fungi						
OTU_2826	d:Fungi	p:Ascomycota	c:Sordariomycetes				
OTU_2830	d:Fungi	p:Ascomycota					
OTU_2824	d:Fungi	p:Basidiomycota					
OTU_2834	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Capnodiales	f:Mycosphaerellaceae	g:Ramichloridium	s:Ramichloridium_apiculatum
OTU_2839	d:Fungi						
OTU_2840	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales			
OTU_2843	d:Fungi						
OTU_2844	d:Fungi						
OTU_2846	d:Fungi						
OTU_2838	d:Fungi	p:Ascomycota	c:Pezizomycotina_Incertae_sedis	o:Pezizomycotina_Incertae_sedis	f:Pezizomycotina_Incertae_sedis	g:Staphylotrichum	s:Staphylotrichum_coccosporum
OTU_2836	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	f:Glomeraceae		
OTU_2845	d:Fungi	p:Basidiomycota					
OTU_2852	d:Fungi						
OTU_2842	d:Fungi						
OTU_2851	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Bolbitiaceae		
OTU_2849	d:Fungi	p:Ascomycota					
OTU_2850	d:Fungi	p:Zygomycota	c:Mucoromycotina_Incertae_sedis	o:Mortierellales	f:Mortierellaceae	g:Mortierella	
OTU_2847	d:Fungi						
OTU_2841	d:Fungi	p:Ascomycota					
OTU_2853	d:Fungi	p:Ascomycota					
OTU_2856	d:Fungi						
OTU_2855	d:Fungi	p:Ascomycota					
OTU_2857	d:Fungi						
OTU_2848	d:Fungi	p:Basidiomycota	c:Microbotryomycetes	o:Sporidiobolales	f:Sporidiobolales_Incertae_sedis	g:Sporobolomyces	
OTU_2858	d:Fungi						
OTU_2860	d:Fungi	p:Ascomycota					
OTU_2854	d:Fungi						
OTU_2861	d:Fungi	p:Ascomycota					
OTU_2864	d:Fungi						
OTU_2866	d:Fungi	p:Basidiomycota	c:Exobasidiomycetes	o:Exobasidiomycetidae_Incertae_sedis	f:Exobasidiomycetidae_Incertae_sedis	g:Tilletiopsis	s:Tilletiopsis_pallescens
OTU_2859	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	f:Chaetomiaceae	g:Thielavia	s:Thielavia_arenaria
OTU_2865	d:Fungi						
OTU_2869	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_2867	d:Fungi						
OTU_2870	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariomycetidae_Incertae_sedis	f:Apiosporaceae	g:Arthrinium	s:Arthrinium_phaeospermum
OTU_2863	d:Fungi	p:Ascomycota					
OTU_2868	d:Fungi	p:Basidiomycota					
OTU_2873	d:Fungi						
OTU_2874	d:Fungi						
OTU_2871	d:Fungi						
OTU_2872	d:Fungi	p:Ascomycota					
OTU_2876	d:Fungi						
OTU_2878	d:Fungi						
OTU_2862	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Tremellales	f:Tremellaceae	g:Cryptococcus	s:Cryptococcus_sp_FYB_2007a
OTU_2881	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales			
OTU_2879	d:Fungi						
OTU_2877	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_2883	d:Fungi						
OTU_2875	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Capnodiales	f:Mycosphaerellaceae	g:Mycosphaerella	s:Mycosphaerella_nyssicola
OTU_2885	d:Fungi						
OTU_2882	d:Fungi	p:Ascomycota					
OTU_2886	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales	f:Hapalopilaceae	g:Ceriporia	s:Ceriporia_lacerata
OTU_2887	d:Fungi						
OTU_2888	d:Fungi						
OTU_2880	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Phaeosphaeriaceae		
OTU_2893	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Inocybaceae	g:Inocybe	s:Inocybe_lanatodisca
OTU_2890	d:Fungi						
OTU_2889	d:Fungi	p:Ascomycota					
OTU_2897	d:Fungi						
OTU_2892	d:Fungi	p:Ascomycota					
OTU_2898	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_2891	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales			
OTU_2896	d:Fungi	p:Ascomycota					
OTU_2884	d:Fungi	p:Basidiomycota					
OTU_2894	d:Fungi	p:Basidiomycota					
OTU_2895	d:Fungi						
OTU_2899	d:Fungi						
OTU_2902	d:Fungi						
OTU_2900	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Sordariales	f:Lasiosphaeriaceae	g:Podospora	s:Podospora_tetraspora
OTU_2905	d:Fungi	p:Ascomycota	c:Sordariomycetes				
OTU_2908	d:Fungi						
OTU_2906	d:Fungi						
OTU_2910	d:Fungi						
OTU_2903	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Cystofilobasidiales	f:Cystofilobasidiaceae	g:Cystofilobasidium	s:Cystofilobasidium_capitatum
OTU_2901	d:Fungi	p:Glomeromycota	c:Glomeromycetes				
OTU_2913	d:Fungi	p:Basidiomycota	c:Ustilaginomycotina_Incertae_sedis	o:Malasseziales	f:Malasseziales_Incertae_sedis	g:Malassezia	s:Malassezia_restricta
OTU_2904	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	f:Trichocomaceae	g:Penicillium	s:Penicillium_citrinum
OTU_2907	d:Fungi	p:Ascomycota					
OTU_2914	d:Fungi						
OTU_2915	d:Fungi						
OTU_2911	d:Fungi						
OTU_2918	d:Fungi						
OTU_2917	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales	f:Fomitopsidaceae		
OTU_2916	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Marasmiaceae	g:Gymnopus	s:Gymnopus_dryophilus
OTU_2919	d:Fungi						
OTU_2920	d:Fungi						
OTU_2921	d:Fungi						
OTU_2909	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Tremellales	f:Tremellaceae	g:Cryptococcus	s:Cryptococcus_rajasthanensis
OTU_2912	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales	f:Hyaloscyphaceae	g:Dasyscyphella	s:Dasyscyphella_longistipitata
OTU_2927	d:Fungi						
OTU_2923	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_2928	d:Fungi						
OTU_2929	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales			
OTU_2924	d:Fungi						
OTU_2922	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Tremellales	f:Tremellaceae	g:Cryptococcus	s:Cryptococcus_gastricus
OTU_2926	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Tremellales	f:Tremellaceae	g:Cryptococcus	
OTU_2925	d:Fungi	p:Glomeromycota	c:Glomeromycetes				
OTU_2930	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Botryosphaeriales	f:Botryosphaeriaceae	g:Botryosphaeria	s:Botryosphaeria_ribis
OTU_2933	d:Fungi	p:Ascomycota					
OTU_2935	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	f:Trichocomaceae	g:Aspergillus	s:Aspergillus_penicillioides
OTU_2931	d:Fungi						
OTU_2934	d:Fungi						
OTU_2937	d:Fungi						
OTU_2939	d:Fungi	p:Ascomycota					
OTU_2938	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales	f:Fomitopsidaceae	g:Postia	s:Postia_fragilis
OTU_2941	d:Fungi						
OTU_2932	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Rhytismatales	f:Rhytismataceae	g:Lophodermium	s:Lophodermium_baculiferum
OTU_2936	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Paraglomerales	f:Paraglomeraceae	g:Paraglomus	
OTU_2947	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Chaetothyriales	f:Herpotrichiellaceae		
OTU_2946	d:Fungi	p:Chytridiomycota	c:Chytridiomycetes	o:Rhizophydiales	f:Rhizophydiaceae	g:Rhizophydium	
OTU_2945	d:Fungi	p:Basidiomycota	c:Cystobasidiomycetes	o:Erythrobasidiales	f:Erythrobasidiales_Incertae_sedis	g:Erythrobasidium	
OTU_2943	d:Fungi						
OTU_2948	d:Fungi						
OTU_2940	d:Fungi	p:Basidiomycota					
OTU_2942	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Capnodiales	f:Mycosphaerellaceae	g:Mycosphaerella	
OTU_2949	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Montagnulaceae	g:Paraconiothyrium	
OTU_2950	d:Fungi						
OTU_2952	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_2956	d:Fungi						
OTU_2957	d:Fungi	p:Ascomycota					
OTU_2954	d:Fungi						
OTU_2955	d:Fungi	p:Ascomycota					
OTU_2953	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Diaporthales	f:Diaporthaceae	g:Diaporthe	
OTU_2944	d:Fungi	p:Ascomycota					
OTU_2958	d:Fungi	p:Ascomycota					
OTU_2951	d:Fungi	p:Basidiomycota					
OTU_2961	d:Fungi	p:Ascomycota					
OTU_2963	d:Fungi						
OTU_2962	d:Fungi	p:Basidiomycota	c:Agaricostilbomycetes	o:Agaricostilbales			
OTU_2965	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Russulales	f:Peniophoraceae	g:Peniophora	
OTU_2966	d:Fungi	p:Ascomycota	c:Orbiliomycetes	o:Orbiliales	f:Orbiliaceae		
OTU_2967	d:Fungi						
OTU_2964	d:Fungi	p:Ascomycota	c:Taphrinomycetes	o:Taphrinales	f:Taphrinaceae	g:Taphrina	
OTU_2960	d:Fungi						
OTU_2969	d:Fungi						
OTU_2971	d:Fungi						
OTU_2968	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Lycoperdaceae		
OTU_2970	d:Fungi						
OTU_2959	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Archaeosporales	f:Ambisporaceae	g:Ambispora	s:Ambispora_leptoticha
OTU_2973	d:Fungi	p:Ascomycota					
OTU_2980	d:Fungi						
OTU_2975	d:Fungi						
OTU_2981	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Hymenochaetales	f:Schizoporaceae	g:Hyphodontia	s:Hyphodontia_flavipora
OTU_2977	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	f:Trichocomaceae	g:Aspergillus	
OTU_2982	d:Fungi						
OTU_2972	d:Fungi	p:Basidiomycota					
OTU_2984	d:Fungi						
OTU_2974	d:Fungi						
OTU_2978	d:Fungi						
OTU_2976	d:Fungi	p:Basidiomycota					
OTU_2983	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	f:Trichocomaceae	g:Penicillium	s:Penicillium_roqueforti
OTU_2987	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Cantharellales	f:Ceratobasidiaceae	g:Thanatephorus	s:Rhizoctonia_solani
OTU_2989	d:Fungi						
OTU_2990	d:Fungi	p:Basidiomycota					
OTU_2979	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Xylariales			
OTU_2988	d:Fungi	p:Ascomycota					
OTU_2985	d:Fungi						
OTU_2993	d:Fungi						
OTU_2992	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales	f:Polyporaceae		
OTU_2995	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Thelephorales	f:Thelephoraceae		
OTU_2997	d:Fungi						
OTU_2998	d:Fungi						
OTU_2994	d:Fungi	p:Ascomycota					
OTU_2999	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Hymenochaetales	f:Hymenochaetaceae	g:Phellinus	s:Fuscoporia_ferruginosa
OTU_2991	d:Fungi	p:Basidiomycota					
OTU_2986	d:Fungi	p:Ascomycota					
OTU_3002	d:Fungi	p:Ascomycota					
OTU_2996	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales			
OTU_3004	d:Fungi						
OTU_3003	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_3001	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Diaporthales	f:Valsaceae	g:Ophiognomonia	s:Ophiognomonia_vasiljevae
OTU_3009	d:Fungi						
OTU_3007	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Cantharellales	f:Ceratobasidiaceae	g:Thanatephorus	s:Rhizoctonia_sp_AG_4
OTU_3010	d:Fungi	p:Ascomycota					
OTU_3011	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_3000	d:Fungi	p:Ascomycota					
OTU_3005	d:Fungi						
OTU_3006	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Tremellales	f:Tremellales_Incertae_sedis		
OTU_3008	d:Fungi	p:Basidiomycota	c:Agaricomycetes				
OTU_3013	d:Fungi						
OTU_3016	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Cantharellales	f:Ceratobasidiaceae	g:Ceratobasidium	
OTU_3021	d:Fungi						
OTU_3012	d:Fungi						
OTU_3014	d:Fungi						
